Entry	Reviewed	Entry Name	Protein names	Gene Names	Organism	Taxonomic lineage	EC number
K2RF88	unreviewed	K2RF88_METFP	Signal transduction protein with CBS domains	A994_02205	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RF93	unreviewed	K2RF93_METFP	Formate dehydrogenase	A994_02230	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RF99	unreviewed	K2RF99_METFP	Amidohydrolase	A994_02255	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RFA6	unreviewed	K2RFA6_METFP	6-phospho 3-hexuloisomerase	A994_02305	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RFB1	unreviewed	K2RFB1_METFP	Tungsten formylmethanofuran dehydrogenase, subunit F	A994_02330	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RFB5	unreviewed	K2RFB5_METFP	Tungsten formylmethanofuran dehydrogenase, subunit B	A994_02355	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RFB9	unreviewed	K2RFB9_METFP	Nitrogenase iron-molybdenum cofactor biosynthesis protein NifN	A994_02380	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RFC5	unreviewed	K2RFC5_METFP	Nitrogen regulatory protein P-II	A994_02405	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RFC8	unreviewed	K2RFC8_METFP	DUF11 domain-containing protein	A994_02430	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RFD3	unreviewed	K2RFD3_METFP	Formylmethanofuran dehydrogenase subunit E	A994_02455	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RFD8	unreviewed	K2RFD8_METFP	Uncharacterized protein	A994_02480	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RFE3	unreviewed	K2RFE3_METFP	Molybdenum-pterin-binding protein	A994_02505	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RFE9	unreviewed	K2RFE9_METFP	TsaA-like domain-containing protein	A994_02530	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RFF5	unreviewed	K2RFF5_METFP	Uncharacterized protein	A994_02555	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RFH0	unreviewed	K2RFH0_METFP	Lmbe family protein	A994_02630	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RPC6	unreviewed	K2RPC6_METFP	Adhesin-like protein	A994_12692	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RPD3	unreviewed	K2RPD3_METFP	KEOPS complex Pcc1-like subunit	A994_12717	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RPE6	unreviewed	K2RPE6_METFP	3-demethylubiquinone-9 3-methyltransferase	A994_12613	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RPF1	unreviewed	K2RPF1_METFP	ThiJ/PfpI domain-containing protein	A994_12638	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RPF6	unreviewed	K2RPF6_METFP	PRC-barrel domain-containing protein	A994_12663	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RPG1	unreviewed	K2RPG1_METFP	Uncharacterized protein	A994_12313	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RPH4	unreviewed	K2RPH4_METFP	Uncharacterized protein	A994_12363	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RPI6	unreviewed	K2RPI6_METFP	Uncharacterized protein	A994_12413	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RPJ2	unreviewed	K2RPJ2_METFP	TatD-related deoxyribonuclease	A994_12438	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RPJ9	unreviewed	K2RPJ9_METFP	DUF45 domain-containing protein	A994_12463	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RPK7	unreviewed	K2RPK7_METFP	Phenylacetate--CoA ligase	A994_12488	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RPL4	unreviewed	K2RPL4_METFP	Uncharacterized protein	A994_12513	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RPM0	unreviewed	K2RPM0_METFP	Sulfate transporter	A994_12538	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RPM9	unreviewed	K2RPM9_METFP	Uncharacterized protein	A994_12563	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RPN5	unreviewed	K2RPN5_METFP	Cupin	A994_11916	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RPP4	unreviewed	K2RPP4_METFP	Uncharacterized protein	A994_11941	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RPQ1	unreviewed	K2RPQ1_METFP	UbiA prenyltransferase	A994_11966	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RPQ9	unreviewed	K2RPQ9_METFP	Uncharacterized protein	A994_11991	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RPR5	unreviewed	K2RPR5_METFP	Uncharacterized protein	A994_12016	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RPS1	unreviewed	K2RPS1_METFP	Cation diffusion facilitator family transporter	A994_12041	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RPS7	unreviewed	K2RPS7_METFP	Uncharacterized protein	A994_12066	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RPT2	unreviewed	K2RPT2_METFP	Uncharacterized protein	A994_12091	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RPT8	unreviewed	K2RPT8_METFP	Uncharacterized protein	A994_12116	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RPU4	unreviewed	K2RPU4_METFP	Regulatory protein MarR	A994_12141	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RPV1	unreviewed	K2RPV1_METFP	Uncharacterized protein	A994_12166	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RPV5	unreviewed	K2RPV5_METFP	Uncharacterized protein	A994_12191	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RPW3	unreviewed	K2RPW3_METFP	EngC family GTPase	A994_12216	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RPW7	unreviewed	K2RPW7_METFP	HEPN_LA2681 domain-containing protein	A994_12241	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RPX2	unreviewed	K2RPX2_METFP	Uncharacterized protein	A994_12266	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RPX8	unreviewed	K2RPX8_METFP	Uncharacterized protein	A994_12291	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RPZ0	unreviewed	K2RPZ0_METFP	CRISPR-associated protein Cas5 family	A994_11417	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RPZ5	unreviewed	K2RPZ5_METFP	Exonuclease-like protein	A994_11442	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQ00	unreviewed	K2RQ00_METFP	Ferritin domain-containing protein	A994_11467	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQ05	unreviewed	K2RQ05_METFP	Rhodanese-like protein	A994_11492	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQ16	unreviewed	K2RQ16_METFP	Redox-active disulfide protein 1	A994_11542	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQ20	unreviewed	K2RQ20_METFP	UPF0305 protein A994_11567	A994_11567	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQ24	unreviewed	K2RQ24_METFP	RHH_1 domain-containing protein	A994_11592	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQ42	unreviewed	K2RQ42_METFP	Uncharacterized protein	A994_11617	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQ51	unreviewed	K2RQ51_METFP	Carbohydrate binding family 6	A994_11642	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQ61	unreviewed	K2RQ61_METFP	Transcription factor CBF/NF-Y/histone domain-containing protein	A994_11692	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQ65	unreviewed	K2RQ65_METFP	Sporulation protein YtfJ	A994_11717	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQ77	unreviewed	K2RQ77_METFP	UDP-N-acetylglucosamine 2-epimerase	A994_11792	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQ81	unreviewed	K2RQ81_METFP	Polysaccharide biosynthesis protein	A994_11817	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQ83	unreviewed	K2RQ83_METFP	Heat shock protein Hsp20	A994_11842	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQ88	unreviewed	K2RQ88_METFP	Uncharacterized protein	A994_11867	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQ95	unreviewed	K2RQ95_METFP	Family 2 glycosyl transferase	A994_10902	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQ98	unreviewed	K2RQ98_METFP	Family 2 glycosyl transferase	A994_10927	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQA2	unreviewed	K2RQA2_METFP	Group 1 glycosyl transferase	A994_10952	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQA5	unreviewed	K2RQA5_METFP	Signal transduction histidine kinase	A994_10977	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQA8	unreviewed	K2RQA8_METFP	Uncharacterized protein	A994_11002	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQB2	unreviewed	K2RQB2_METFP	Uncharacterized protein	A994_11027	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQB9	unreviewed	K2RQB9_METFP	Uncharacterized protein	A994_11077	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQC3	unreviewed	K2RQC3_METFP	Uncharacterized protein	A994_11102	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQC8	unreviewed	K2RQC8_METFP	Nitrite reductase (NAD(P)H)	A994_11127	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQD4	unreviewed	K2RQD4_METFP	Heavy metal translocating P-type ATPase	A994_11177	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQD8	unreviewed	K2RQD8_METFP	Acetate/CoA ligase	A994_11202	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQE1	unreviewed	K2RQE1_METFP	Uncharacterized protein	A994_11227	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQE5	unreviewed	K2RQE5_METFP	DtxR family iron (Metal) dependent repressor	A994_11252	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQE9	unreviewed	K2RQE9_METFP	Uncharacterized protein	A994_11277	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQF8	unreviewed	K2RQF8_METFP	Uncharacterized protein	A994_11327	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQG2	unreviewed	K2RQG2_METFP	Cell surface glycoprotein	A994_11352	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQG5	unreviewed	K2RQG5_METFP	Nitrilase/cyanide hydratase and apolipoprotein N-acyltransferase	A994_11377	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQH5	unreviewed	K2RQH5_METFP	Oxidoreductase molybdopterin binding protein	A994_10319	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQI1	unreviewed	K2RQI1_METFP	HhH-GPD family protein	A994_10344	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQI3	unreviewed	K2RQI3_METFP	Uncharacterized protein	A994_10369	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQI8	unreviewed	K2RQI8_METFP	Sensory transduction regulatory protein	A994_10394	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQJ4	unreviewed	K2RQJ4_METFP	Uncharacterized protein	A994_10444	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQJ7	unreviewed	K2RQJ7_METFP	Uncharacterized protein	A994_10469	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQK2	unreviewed	K2RQK2_METFP	UPF0200 protein A994_10494	A994_10494	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQK9	unreviewed	K2RQK9_METFP	Amino acid-binding ACT domain-containing protein	A994_10544	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQL4	unreviewed	K2RQL4_METFP	Serine O-acetyltransferase, EC 2.3.1.30	A994_10569	Methanobacterium formicicum (strain DSM 3637 / PP1)		2.3.1.30
K2RQL7	unreviewed	K2RQL7_METFP	Putative ABC transporter	A994_10594	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQM5	unreviewed	K2RQM5_METFP	Putative Fe-S cluster assembly protein (NifU-like)	A994_10644	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQN0	unreviewed	K2RQN0_METFP	Uncharacterized protein	A994_10669	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQN5	unreviewed	K2RQN5_METFP	MOSC domain-containing protein	A994_10694	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQP1	unreviewed	K2RQP1_METFP	Cystathionine gamma-lyase	A994_10719	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQP6	unreviewed	K2RQP6_METFP	PfkB domain-containing protein	A994_10744	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQQ1	unreviewed	K2RQQ1_METFP	NADH dehydrogenase (Quinone)	A994_10769	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQQ6	unreviewed	K2RQQ6_METFP	Respiratory-chain NADH dehydrogenase subunit 1	A994_10794	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQR3	unreviewed	K2RQR3_METFP	(NiFe)-hydrogenase-3-type complex Eha membrane protein EhaE	A994_10819	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQR7	unreviewed	K2RQR7_METFP	LmbE family protein	A994_10844	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQS2	unreviewed	K2RQS2_METFP	DUF1616 domain-containing protein	A994_10869	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQS9	unreviewed	K2RQS9_METFP	Peptidase_M28 domain-containing protein	A994_09573	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQT9	unreviewed	K2RQT9_METFP	Uncharacterized protein	A994_09623	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQU8	unreviewed	K2RQU8_METFP	Putative anti-sigma factor antagonist	A994_09673	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQV9	unreviewed	K2RQV9_METFP	Ribosomal RNA adenine methylase transferase	A994_09723	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQW5	unreviewed	K2RQW5_METFP	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	A994_09748	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQY0	unreviewed	K2RQY0_METFP	Uncharacterized protein	A994_09823	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQY8	unreviewed	K2RQY8_METFP	F420_ligase domain-containing protein	A994_09848	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RQZ8	unreviewed	K2RQZ8_METFP	PK_C domain-containing protein	A994_09873	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RR15	unreviewed	K2RR15_METFP	Peptidase U62	A994_09948	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RR21	unreviewed	K2RR21_METFP	4-diphosphocytidyl-2C-methyl-D-erythritol synthase	A994_09973	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RR26	unreviewed	K2RR26_METFP	Magnesium chelatase	A994_09998	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RR33	unreviewed	K2RR33_METFP	Abortive infection protein	A994_10023	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RR39	unreviewed	K2RR39_METFP	Uncharacterized protein	A994_10048	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RR48	unreviewed	K2RR48_METFP	Dinitrogenase iron-molybdenum cofactor biosynthesis protein	A994_10073	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RR61	unreviewed	K2RR61_METFP	Cytosine deaminase	A994_10123	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RR70	unreviewed	K2RR70_METFP	Dimethylmenaquinone methyltransferase	A994_10173	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RR74	unreviewed	K2RR74_METFP	Uncharacterized protein	A994_10198	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RR79	unreviewed	K2RR79_METFP	Uncharacterized protein	A994_10223	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RR85	unreviewed	K2RR85_METFP	FtsX domain-containing protein	A994_10248	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RR88	unreviewed	K2RR88_METFP	Uncharacterized protein	A994_08886	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RRA1	unreviewed	K2RRA1_METFP	ATPase	A994_08936	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RRA6	unreviewed	K2RRA6_METFP	RCK C-terminal domain-containing protein	A994_08961	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RRB2	unreviewed	K2RRB2_METFP	Uncharacterized protein	A994_08986	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RRB6	unreviewed	K2RRB6_METFP	Pseudomurein-binding repeat-containing protein	A994_09011	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RRB9	unreviewed	K2RRB9_METFP	Uncharacterized protein	A994_09036	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RRD1	unreviewed	K2RRD1_METFP	Signal transduction protein with CBS domains	A994_09091	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RRD9	unreviewed	K2RRD9_METFP	Nitroreductase	A994_09116	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RRE6	unreviewed	K2RRE6_METFP	Sulfopyruvate decarboxylase subunit beta	A994_09141	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RRF3	unreviewed	K2RRF3_METFP	HEAT domain-containing protein	A994_09166	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RRF9	unreviewed	K2RRF9_METFP	Nitroreductase	A994_09191	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RRH5	unreviewed	K2RRH5_METFP	Transcriptional regulator	A994_09241	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RRI0	unreviewed	K2RRI0_METFP	Uncharacterized protein	A994_09266	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RRJ9	unreviewed	K2RRJ9_METFP	Thiamine_BP domain-containing protein	A994_09291	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RRL1	unreviewed	K2RRL1_METFP	Uncharacterized protein	A994_09341	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RRL4	unreviewed	K2RRL4_METFP	Cell division inhibitor-like protein	A994_09366	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RRL7	unreviewed	K2RRL7_METFP	Methyl-coenzyme M reductase operon protein D	A994_09391	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RRM7	unreviewed	K2RRM7_METFP	Transcriptional regulator	A994_09466	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RRN0	unreviewed	K2RRN0_METFP	PRC domain-containing protein	A994_09491	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RRN3	unreviewed	K2RRN3_METFP	Methyl viologen-reducing hydrogenase subunit alpha	A994_09516	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RRP8	unreviewed	K2RRP8_METFP	CRM domain-containing protein	A994_08226	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RRQ8	unreviewed	K2RRQ8_METFP	Type 12 methyltransferase	A994_08276	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RRQ9	unreviewed	K2RRQ9_METFP	Radical SAM domain-containing protein	A994_08301	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RRR4	unreviewed	K2RRR4_METFP	Uncharacterized protein	A994_08326	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RRR8	unreviewed	K2RRR8_METFP	DUF362 domain-containing protein	A994_08351	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RRS8	unreviewed	K2RRS8_METFP	Uncharacterized protein	A994_08401	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RRT7	unreviewed	K2RRT7_METFP	Glutamate synthase subunit alpha domain-containing protein	A994_08451	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RRU2	unreviewed	K2RRU2_METFP	MIP family channel protein	A994_08476	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RRU3	unreviewed	K2RRU3_METFP	Response regulator receiver	A994_08501	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RRU8	unreviewed	K2RRU8_METFP	Sua5/YciO/YrdC/YwlC family protein	A994_08526	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RRV1	unreviewed	K2RRV1_METFP	Phosphonate-transporting ATPase	A994_08551	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RRV6	unreviewed	K2RRV6_METFP	Uncharacterized protein	A994_08576	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RRW9	unreviewed	K2RRW9_METFP	30S ribosomal protein S28e	rps28e A994_08651	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RRX7	unreviewed	K2RRX7_METFP	NADPH-dependent F420 reductase	A994_08701	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RRY4	unreviewed	K2RRY4_METFP	WD40 domain-containing protein	A994_08751	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RRZ1	unreviewed	K2RRZ1_METFP	Uncharacterized protein	A994_08801	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RRZ4	unreviewed	K2RRZ4_METFP	PIN_6 domain-containing protein	A994_08826	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RRZ7	unreviewed	K2RRZ7_METFP	PRC-barrel domain-containing protein	A994_08851	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RS01	unreviewed	K2RS01_METFP	AraC_E_bind domain-containing protein	A994_07381	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RS10	unreviewed	K2RS10_METFP	KEOPS complex Pcc1-like subunit	A994_07456	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RS14	unreviewed	K2RS14_METFP	ABC transporter	A994_07481	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RS17	unreviewed	K2RS17_METFP	Uncharacterized protein	A994_07506	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RS21	unreviewed	K2RS21_METFP	Uncharacterized protein	A994_07531	Methanobacterium formicicum (strain DSM 3637 / PP1)		
K2RS26	unreviewed	K2RS26_METFP	Beta-lactamase	A994_07556	Methanobacterium formicicum (strain DSM 3637 / PP1)		
